"","time","author","title","link"
"106","2020-02-02 14:30:00","Ditróy Gergely, Pásztor Roxána","Nincs megállás az ingatlanpiacon: „Veszünk és fejlesztünk.”","https://www.portfolio.hu/ingatlan/20200202/nincs-megallas-az-ingatlanpiacon-veszunk-es-fejlesztunk-414389"
"107","2020-02-01 20:08:00","Portfolio, MTI","Orbán Viktor: nem lépünk ki a Néppártból, nagy viták várhatók az EU-pénzekrõl","https://www.portfolio.hu/unios-forrasok/20200201/orban-viktor-nem-lepunk-ki-a-neppartbol-nagy-vitak-varhatok-az-eu-penzekrol-414441"
"108","2020-02-01 10:32:00","Portfolio","Felfedte a kormány, mekkorát ütne a magyar gazdaságon az év végi brit kizuhanás","https://www.portfolio.hu/gazdasag/20200201/felfedte-a-kormany-mekkorat-utne-a-magyar-gazdasagon-az-ev-vegi-brit-kizuhanas-414431"
"109","2020-02-01 10:00:00","MTI","A Big Ben hangjával búcsúzott az Egyesült Királyság az EU-tól","https://www.portfolio.hu/gazdasag/20200201/a-big-ben-hangjaval-bucsuzott-az-egyesult-kiralysag-az-eu-tol-414427"
"110","2020-01-24 05:52:00","Beke Károly","Mikor legyen magyar euró? Az MNB még tíz évvel elhalasztaná ezt a kérdést","https://www.portfolio.hu/gazdasag/20200124/mikor-legyen-magyar-euro-az-mnb-meg-tiz-evvel-elhalasztana-ezt-a-kerdest-413313"
"111","2020-01-17 10:11:00","Portfolio","Itt az újabb ezermilliárd dolláros cég","https://www.portfolio.hu/uzlet/20200117/itt-az-ujabb-ezermilliard-dollaros-ceg-412807"
"112","2020-01-16 11:00:00","PR cikk","Bálozzon együtt Fischer Ivánnal és a Fesztiválzenekarral! (x)","https://www.portfolio.hu/premium/20200116/balozzon-egyutt-fischer-ivannal-es-a-fesztivalzenekarral-412587"
"113","2020-01-16 10:23:00","Portfolio","Tõzsdére megy Oszkó Péter cége","https://www.portfolio.hu/uzlet/20200116/tozsdere-megy-oszko-peter-cege-412667"
"114","2020-01-13 11:20:00","Portfolio","Lenyûgözõ épületcsodák jönnek 2020-ban","https://www.portfolio.hu/ingatlan/20200113/lenyugozo-epuletcsodak-jonnek-2020-ban-411647"
"115","2019-12-30 10:01:00","Palkó István","Mi lesz a magyar bankokkal 2020-ban? – Itt a bankvezérek válasza","https://www.portfolio.hu/bank/20191230/mi-lesz-a-magyar-bankokkal-2020-ban-itt-a-bankvezerek-valasza-410847"
"116","2019-12-25 08:38:00","Portfolio","Ezek voltak az idei év nagy nyersanyagsztorijai","https://www.portfolio.hu/uzlet/20191225/ezek-voltak-az-idei-ev-nagy-nyersanyagsztorijai-410935"
"117","2019-12-24 16:45:00","Csiki Gergely","Megtudtuk, hogyan kutatja a népszerû magyar professzor, mit is eszünk meg valójában","https://www.portfolio.hu/gazdasag/20191224/megtudtuk-hogyan-kutatja-a-nepszeru-magyar-professzor-mit-is-eszunk-meg-valojaban-410965"
"118","2019-12-19 06:10:00","Turzó Ádám Pál","Hamarosan nemzetközi fintech újítás érkezik Magyarországra","https://www.portfolio.hu/bank/20191219/hamarosan-nemzetkozi-fintech-ujitas-erkezik-magyarorszagra-410489"
"119","2019-12-17 16:00:00","Fekete Beatrix","Csábító a szuperállampapír, de hosszú távra részvényt is jó venni","https://www.portfolio.hu/uzlet/20191217/csabito-a-szuperallampapir-de-hosszu-tavra-reszvenyt-is-jo-venni-410519"
"120","2019-12-17 06:10:00","Csiki Gergely","Felejtsük el, amit eddig a gyógyításról és betegségekrõl gondoltunk, új világ jön","https://www.portfolio.hu/gazdasag/20191217/felejtsuk-el-amit-eddig-a-gyogyitasrol-es-betegsegekrol-gondoltunk-uj-vilag-jon-410409"
"121","2019-12-15 13:00:00","Portfolio","Így néz ki a jövõtudatos városépítés","https://www.portfolio.hu/ingatlan/20191215/igy-nez-ki-a-jovotudatos-varosepites-410213"
"122","2019-12-14 18:00:00","Csiki Gergely","Fogalmunk sincs, mit eszünk – Ennek vetne véget a világhírû magyar tudós","https://www.portfolio.hu/gazdasag/20191214/fogalmunk-sincs-mit-eszunk-ennek-vetne-veget-a-vilaghiru-magyar-tudos-410261"
"123","2019-12-10 18:30:00","Portfolio","Itt vannak a Wall Street kedvenc részvényei arra az esetre, ha alábbhagyna a rali","https://www.portfolio.hu/uzlet/20191210/itt-vannak-a-wall-street-kedvenc-reszvenyei-arra-az-esetre-ha-alabbhagyna-a-rali-409723"
"124","2019-12-06 18:00:00","Portfolio","Brain Bar 2020: izgalmas nevekkel jön a jövõfesztivál","https://www.portfolio.hu/uzlet/20191206/brain-bar-2020-izgalmas-nevekkel-jon-a-jovofesztival-409501"
"125","2019-12-06 11:00:00","Portfolio","Elveszik a robotok a jogászok munkáját? A sztárprofesszor elmondta, mi jön 10 év múlva","https://www.portfolio.hu/uzlet/20191206/elveszik-a-robotok-a-jogaszok-munkajat-a-sztarprofesszor-elmondta-mi-jon-10-ev-mulva-409361"
"126","2019-12-04 15:10:00","Portfolio","Tanácsadó cégbe szállt be a magyar SAP egykori vezetõje","https://www.portfolio.hu/uzlet/20191204/tanacsado-cegbe-szallt-be-a-magyar-sap-egykori-vezetoje-409211"
"127","2019-12-04 13:34:00","Szepesi Balázs, Pogácsás Péter","Megtört az átok – A magyar vállalkozások ledolgozták lemaradásukat a régióhoz képest","https://www.portfolio.hu/unios-forrasok/20191204/megtort-az-atok-a-magyar-vallalkozasok-ledolgoztak-lemaradasukat-a-regiohoz-kepest-409199"
"128","2019-12-03 12:34:00","Portfolio","Minek a szuperállampapír? Sokkal több pénz ütheti a markod, ha mersz kockáztatni","https://www.portfolio.hu/befektetes/20191203/minek-a-szuperallampapir-sokkal-tobb-penz-utheti-a-markod-ha-mersz-kockaztatni-409059"
"129","2019-11-30 06:10:00","Árgyelán Ágnes","Új befektetés hódít a világon – Már Magyarországon is elérhetõ","https://www.portfolio.hu/befektetes/20191130/uj-befektetes-hodit-a-vilagon-mar-magyarorszagon-is-elerheto-408743"
"130","2019-11-28 10:32:00","Palkó István","Gazdasági fordulatot sürget a K&H, bejelentést tett a bank","https://www.portfolio.hu/bank/20191128/gazdasagi-fordulatot-surget-a-kh-bejelentest-tett-a-bank-408595"
"131","2019-11-27 08:00:00","Portfolio","Hogyan mûködik a gyakorlatban a wellbeing és a homeoffice?","https://www.portfolio.hu/ingatlan/20191127/hogyan-mukodik-a-gyakorlatban-a-wellbeing-es-a-homeoffice-408353"
"132","2019-11-26 14:01:00","Portfolio","Nemzetközileg elismert szakemberek mutatták be a jövõ informatikai áttörését","https://www.portfolio.hu/uzlet/20191126/nemzetkozileg-elismert-szakemberek-mutattak-be-a-jovo-informatikai-attoreset-408297"
"133","2019-11-23 10:30:00","Portfolio","6 pontban elmondjuk, milyenek lesznek a jövõ legjobb munkáltatói","https://www.portfolio.hu/ingatlan/20191123/6-pontban-elmondjuk-milyenek-lesznek-a-jovo-legjobb-munkaltatoi-407879"
"134","2019-11-22 20:17:00","Portfolio","Az ábra, ami megmutatja, hogy milyen hírekre rángatják a tõzsdéket","https://www.portfolio.hu/uzlet/20191122/az-abra-ami-megmutatja-hogy-milyen-hirekre-rangatjak-a-tozsdeket-408029"
"135","2019-11-21 07:00:00","Sztanó Imre, Juhász László","Az elefántcsonttorony a múlté,  a jövõ vállalata új alapokra helyezi a tervezést","https://www.portfolio.hu/uzlet/20191121/az-elefantcsonttorony-a-multe-a-jovo-vallalata-uj-alapokra-helyezi-a-tervezest-407373"
"136","2019-11-20 18:47:00","Portfolio","A wellbeing sosem cél, legfeljebb eszköz","https://www.portfolio.hu/ingatlan/20191120/a-wellbeing-sosem-cel-legfeljebb-eszkoz-407721"
"137","2019-11-20 17:55:00","Portfolio","A happiness managereké és a születésnapi szabadságé a jövõ?","https://www.portfolio.hu/ingatlan/20191120/a-happiness-managereke-es-a-szuletesnapi-szabadsage-a-jovo-407699"
"138","2019-11-20 12:27:00","Portfolio","Mi kell hozzá? - Agilis munkavégzés és innovatív munkahely","https://www.portfolio.hu/ingatlan/20191120/mi-kell-hozza-agilis-munkavegzes-es-innovativ-munkahely-407673"
"139","2019-11-20 11:25:00","Portfolio","Visszajelzés nélkül láthatatlannak érzik magukat a munkavállalók","https://www.portfolio.hu/ingatlan/20191120/visszajelzes-nelkul-lathatatlannak-erzik-magukat-a-munkavallalok-407661"
"140","2019-11-20 10:43:00","Portfolio","Megfiatalodni vagy megújulni? - A munkaerõhiányt hagyományos módszerekkel nem lehet megoldani","https://www.portfolio.hu/ingatlan/20191120/megfiatalodni-vagy-megujulni-a-munkaerohianyt-hagyomanyos-modszerekkel-nem-lehet-megoldani-407657"
"141","2019-11-20 10:15:00","Portfolio","Pszichológiai szemmel néztük meg, milyen a jó iroda","https://www.portfolio.hu/ingatlan/20191120/pszichologiai-szemmel-neztuk-meg-milyen-a-jo-iroda-407645"
"142","2019-11-18 16:02:00","Portfolio","Tervasztalról vásárolják fel a befektetõk az irodává alakított belvárosi bérházakat","https://www.portfolio.hu/ingatlan/20191118/tervasztalrol-vasaroljak-fel-a-befektetok-az-irodava-alakitott-belvarosi-berhazakat-407367"
"143","2019-11-18 10:55:00","Portfolio","IT biztonsági céget vásárolt a tõzsdére készülõ Gloster","https://www.portfolio.hu/uzlet/20191118/it-biztonsagi-ceget-vasarolt-a-tozsdere-keszulo-gloster-407361"
"144","2019-11-15 09:12:00","Portfolio","Nemek harca - Mit akarnak a nõk, és mit a férfiak az irodában?","https://www.portfolio.hu/ingatlan/20191115/nemek-harca-mit-akarnak-a-nok-es-mit-a-ferfiak-az-irodaban-407121"
"145","2019-11-14 14:13:00","Portfolio","Megnéznéd, milyen egy most épülõ vadiúj irodaház? - Itt a lehetõség!","https://www.portfolio.hu/ingatlan/20191114/megnezned-milyen-egy-most-epulo-vadiuj-irodahaz-itt-a-lehetoseg-406539"
"146","2019-11-13 14:08:00","Portfolio","ICA után ROBIN tarolhatja le a piacot, de nagyon","https://www.portfolio.hu/ingatlan/20191113/ica-utan-robin-tarolhatja-le-a-piacot-de-nagyon-406955"
"147","2019-11-13 10:50:00","Portfolio","Az építõiparnak válaszokat kell adnia az éghajlatváltozásra","https://www.portfolio.hu/ingatlan/20191113/az-epitoiparnak-valaszokat-kell-adnia-az-eghajlatvaltozasra-406931"
"148","2019-11-11 14:10:00","Portfolio","Örökre elfelejthetjük a hálózati leállásokat","https://www.portfolio.hu/gazdasag/20191111/orokre-elfelejthetjuk-a-halozati-leallasokat-406689"
"149","2019-11-09 10:55:00","Portfolio","Komoly veszélybe kerülhetsz, ha ezekre a hírességekre rákeresel az interneten","https://www.portfolio.hu/gazdasag/20191109/komoly-veszelybe-kerulhetsz-ha-ezekre-a-hiressegekre-rakeresel-az-interneten-406513"
"150","2019-11-08 10:32:00","Portfolio","Megöli az 5G a felhõt? Pont ellenkezõleg","https://www.portfolio.hu/gazdasag/20191108/megoli-az-5g-a-felhot-pont-ellenkezoleg-406483"
"151","2019-11-07 14:07:00","Portfolio","Magyarországra is berobbant a jövõ informatikai áttörése","https://www.portfolio.hu/uzlet/20191107/magyarorszagra-is-berobbant-a-jovo-informatikai-attorese-406377"
"152","2019-11-06 11:53:00","Portfolio","Magánegészségügy: óriási lehetõségeket látnak a betegek adataiban","https://www.portfolio.hu/uzlet/20191106/maganegeszsegugy-oriasi-lehetosegeket-latnak-a-betegek-adataiban-406215"
"153","2019-11-06 10:45:00","Portfolio","Ezért menekülnek el a cégektõl az emberek az elsõ három hónapban","https://www.portfolio.hu/uzlet/20191106/ezert-menekulnek-el-a-cegektol-az-emberek-az-elso-harom-honapban-406133"
"154","2019-11-06 09:59:00","Portfolio","Új világ jön a gyártásban – Már jövõre elindulhat az átalakulás","https://www.portfolio.hu/uzlet/20191106/uj-vilag-jon-a-gyartasban-mar-jovore-elindulhat-az-atalakulas-406183"
"155","2019-11-06 07:05:00","Portfolio","A legújabb kormányzati terv, ami felpörgeti a magyar gazdaságot","https://www.portfolio.hu/uzlet/20191106/a-legujabb-kormanyzati-terv-ami-felporgeti-a-magyar-gazdasagot-406135"
"156","2019-11-04 14:02:00","Portfolio","Mitõl boldog a magyar irodista? Felmérésünk meglepõ eredményeket hozott","https://www.portfolio.hu/ingatlan/20191104/mitol-boldog-a-magyar-irodista-felmeresunk-meglepo-eredmenyeket-hozott-405795"
"157","2019-11-04 05:45:00","Csiki Gergely","Küszöbön a változás: nem olyanok lesznek a kórházak, mint amilyenekhez eddig hozzászoktunk","https://www.portfolio.hu/gazdasag/20191104/kuszobon-a-valtozas-nem-olyanok-lesznek-a-korhazak-mint-amilyenekhez-eddig-hozzaszoktunk-405561"
"158","2019-11-03 10:00:00","Portfolio","Jött az újabb arculcsapás a lakáspiacon, mégis reménykedhettünk valami jóban","https://www.portfolio.hu/ingatlan/20191103/jott-az-ujabb-arculcsapas-a-lakaspiacon-megis-remenykedhettunk-valami-joban-405731"
"159","2019-10-31 05:35:00","Huszák Dániel","Mindent elsöpört a közösségi oldal pénzügyi forradalma - Retteghetnek a bankok?","https://www.portfolio.hu/bank/20191031/mindent-elsoport-a-kozossegi-oldal-penzugyi-forradalma-retteghetnek-a-bankok-405411"
"160","2019-10-30 18:41:00","Portfolio","Így látják a bankvezérek a fintech-forradalmat Magyarországon","https://www.portfolio.hu/bank/20191030/igy-latjak-a-bankvezerek-a-fintech-forradalmat-magyarorszagon-405569"
"161","2019-10-30 11:35:00","Csiki Gergely","Igazi magyar sikersztori: budapesti szellemi mûhely mutatja az irányt a nemzetközi egészségügyben","https://www.portfolio.hu/gazdasag/20191030/igazi-magyar-sikersztori-budapesti-szellemi-muhely-mutatja-az-iranyt-a-nemzetkozi-egeszsegugyben-405143"
"162","2019-10-29 20:35:00","Portfolio","Magyar egészségügyi startupok mutatkoztak be Berlinben","https://www.portfolio.hu/gazdasag/20191029/magyar-egeszsegugyi-startupok-mutatkoztak-be-berlinben-405449"
"163","2019-10-29 11:55:00","Nagy Benjámin, Zágonyi Ádám, MNB","Hitel gyorsan, kényelmesen? Digitálisan!","https://www.portfolio.hu/uzlet/20191029/hitel-gyorsan-kenyelmesen-digitalisan-405231"
"164","2019-10-25 13:40:00","Portfolio","Ezek a magyar csúcsvezetõk rég leszámoltak a munkaerõhiánnyal","https://www.portfolio.hu/ingatlan/20191025/ezek-a-magyar-csucsvezetok-reg-leszamoltak-a-munkaerohiannyal-405029"
"165","2019-10-23 08:00:00","Portfolio","Milyen lesz egy okosplázában bevásárolni?","https://www.portfolio.hu/ingatlan/20191023/milyen-lesz-egy-okosplazaban-bevasarolni-404765"
"166","2019-10-22 12:42:00","Nagy Viktor, Bosnyák Zsolt","Drámaian terjednek az elektromos autók, de az olajnak nincs vége egyik napról a másikra","https://www.portfolio.hu/uzlet/20191022/dramaian-terjednek-az-elektromos-autok-de-az-olajnak-nincs-vege-egyik-naprol-a-masikra-404675"
"167","2019-10-21 10:03:00","Portfolio","Rákos betegségek: 10 éven belül jöhet az áttörés","https://www.portfolio.hu/uzlet/20191021/rakos-betegsegek-10-even-belul-johet-az-attores-404391"
"168","2019-10-20 10:08:00","Portfolio","Irodafejlesztés, tech és HR minden mennyiségben - egyenesen a szakértõktõl","https://www.portfolio.hu/ingatlan/20191020/irodafejlesztes-tech-es-hr-minden-mennyisegben-egyenesen-a-szakertoktol-404433"
"169","2019-10-17 13:59:00","Portfolio","Egyre több az építkezés, mégis alig van üres iroda Budapesten","https://www.portfolio.hu/ingatlan/20191017/egyre-tobb-az-epitkezes-megis-alig-van-ures-iroda-budapesten-404215"
"170","2019-10-16 13:23:00","Portfolio","Mi az, ami nem hiányozhat a jövõ szuperhatékony irodáiból?","https://www.portfolio.hu/ingatlan/20191016/mi-az-ami-nem-hianyozhat-a-jovo-szuperhatekony-irodaibol-403985"
"171","2019-10-16 13:00:00","Ditróy Gergely, Pásztor Roxána","Nem távozunk a szalagátvágás után – A Liget jelene és jövõje","https://www.portfolio.hu/ingatlan/20191016/nem-tavozunk-a-szalagatvagas-utan-a-liget-jelene-es-jovoje-404027"
"172","2019-10-11 08:43:00","Portfolio","Elindult a pesti városrehabilitáció utolsó irodaházának építése","https://www.portfolio.hu/ingatlan/20191011/elindult-a-pesti-varosrehabilitacio-utolso-irodahazanak-epitese-403611"
"173","2019-10-10 14:02:00","Csiki Gergely","Ezen áll vagy bukik a magyar cégek sikeres külföldi terjeszkedése","https://www.portfolio.hu/uzlet/20191010/ezen-all-vagy-bukik-a-magyar-cegek-sikeres-kulfoldi-terjeszkedese-403455"
"174","2019-10-09 08:49:00","Portfolio","Kiderült, hány üzletet zár be a Vodafone","https://www.portfolio.hu/uzlet/20191009/kiderult-hany-uzletet-zar-be-a-vodafone-403343"
"175","2019-10-09 05:45:00","Madár István","Török Gábor: a technológiai fejlõdés nem a demokráciákat segíti","https://www.portfolio.hu/gazdasag/20191009/torok-gabor-a-technologiai-fejlodes-nem-a-demokraciakat-segiti-402939"
"176","2019-10-08 13:43:00","Portfolio","Nagy átalakulás jön a Vodafone-nál, sok üzletet bezárnak","https://www.portfolio.hu/uzlet/20191008/nagy-atalakulas-jon-a-vodafone-nal-sok-uzletet-bezarnak-403251"
"177","2019-10-08 07:12:00","MTI, Portfolio","A katolikusok nem támogatják a brazil erdõirtást","https://www.portfolio.hu/gazdasag/20191008/a-katolikusok-nem-tamogatjak-a-brazil-erdoirtast-403171"
"178","2019-10-07 13:05:00","Portfolio","A bankoknak sokkal jobban kellene aggódniuk a ""big tech"" cégek miatt, mint a negatív kamatlábaktól","https://www.portfolio.hu/gazdasag/20191007/a-bankoknak-sokkal-jobban-kellene-aggodniuk-a-big-tech-cegek-miatt-mint-a-negativ-kamatlabaktol-402957"
"179","2019-10-06 15:51:00","Portfolio","Bámulatos feltámadás a német autópiacon - Ritkán látni ilyen számokat, érdemes mögéjük nézni","https://www.portfolio.hu/gazdasag/20191006/bamulatos-feltamadas-a-nemet-autopiacon-ritkan-latni-ilyen-szamokat-erdemes-mogejuk-nezni-403057"
"180","2019-10-06 10:07:00","Portfolio","Klímaváltozás: már nincs sok idõnk, a következõ 20 évben lépni kell","https://www.portfolio.hu/uzlet/20191006/klimavaltozas-mar-nincs-sok-idonk-a-kovetkezo-20-evben-lepni-kell-403055"
"181","2019-10-04 11:17:00","Portfolio","Mutatunk 5 irodát, ami annyira menõ, hogy akár a hétvégét is eltöltenénk bennük","https://www.portfolio.hu/ingatlan/20191004/mutatunk-5-irodat-ami-annyira-meno-hogy-akar-a-hetveget-is-eltoltenenk-bennuk-402777"
"182","2019-10-04 10:56:00","Beke Károly","Mi lesz, ha majd a robotok dolgoznak helyettünk? Erre a cégeknek is fel kell készülni","https://www.portfolio.hu/uzlet/20191004/mi-lesz-ha-majd-a-robotok-dolgoznak-helyettunk-erre-a-cegeknek-is-fel-kell-keszulni-402241"
"183","2019-10-02 11:50:00","Portfolio","Generációváltás a munkaerõpiacon: ilyen cégvezetõ válik a Z generációból","https://www.portfolio.hu/ingatlan/20191002/generaciovaltas-a-munkaeropiacon-ilyen-cegvezeto-valik-a-z-generaciobol-402701"
"184","2019-10-01 16:03:00","Kósa Endre","Amundi: indokolt az óvatosság","https://www.portfolio.hu/befektetes/20191001/amundi-indokolt-az-ovatossag-402575"
"185","2019-09-30 14:08:00","Bart István","Klímavész: ami a hosszú távú gazdasági elõrejelzésekbõl kimarad","https://www.portfolio.hu/gazdasag/20190930/klimavesz-ami-a-hosszu-tavu-gazdasagi-elorejelzesekbol-kimarad-401871"
"186","2019-09-26 15:22:00","Mester Nándor, Portfolio","Négy bérlõje már van az Atenor új irodaházának","https://www.portfolio.hu/ingatlan/20190926/negy-berloje-mar-van-az-atenor-uj-irodahazanak-402131"
"187","2019-09-24 15:30:00","Portfolio","Meddig horgonyoznak le az Y és Z generációs fiatalok egy munkahelyen?","https://www.portfolio.hu/uzlet/20190924/meddig-horgonyoznak-le-az-y-es-z-generacios-fiatalok-egy-munkahelyen-401843"
"188","2019-09-19 13:07:00","Portfolio","Már milliárdosra hízott ez a 10 gépi szuperelmékkel foglalkozó cég","https://www.portfolio.hu/bank/20190919/mar-milliardosra-hizott-ez-a-10-gepi-szuperelmekkel-foglalkozo-ceg-401391"
"189","2019-09-15 05:50:00","Huszák Dániel, Hongkong","Sosem látott fotókon Ázsia szuperlaborja","https://www.portfolio.hu/bank/20190915/sosem-latott-fotokon-azsia-szuperlaborja-400505"
"190","2019-09-13 16:18:00","Portfolio","Végre kiderült, hogy mit is gondolunk valójában a sokszínûségrõl","https://www.portfolio.hu/short/20190913/vegre-kiderult-hogy-mit-is-gondolunk-valojaban-a-sokszinusegrol-400903"
"191","2019-09-11 17:16:00","MTI","A Facebook szuperpénze lehetne a fegyver a jegybankok elnyomásával szemben","https://www.portfolio.hu/befektetes/20190911/a-facebook-szuperpenze-lehetne-a-fegyver-a-jegybankok-elnyomasaval-szemben-400645"
"192","2019-09-10 12:46:00","Portfolio","Megvan, milyen uniós biztos lesz Trócsányi László","https://www.portfolio.hu/unios-forrasok/20190910/megvan-milyen-unios-biztos-lesz-trocsanyi-laszlo-400471"
"193","2019-09-07 10:28:00","Portfolio","Magyar magánbefektetõk vásárolták meg a belga ingatlanóriás Váci úti projektjét","https://www.portfolio.hu/ingatlan/20190907/magyar-maganbefektetok-vasaroltak-meg-a-belga-ingatlanorias-vaci-uti-projektjet-400203"
"194","2019-09-05 10:37:00","Portfolio","Hatalmas visszaesés a lakáspiacon: már érezzük a kifutó építések hatását","https://www.portfolio.hu/ingatlan/20190905/hatalmas-visszaeses-a-lakaspiacon-mar-erezzuk-a-kifuto-epitesek-hatasat-400043"
"195","2019-09-04 12:30:00","Portfolio","IT válság közeledik a pénzügyi szolgáltatóknál és nagyvállalatoknál (x)","https://www.portfolio.hu/premium/20190904/it-valsag-kozeledik-a-penzugyi-szolgaltatoknal-es-nagyvallalatoknal-335785"
"196","2019-08-29 13:04:00","Portfolio","Blockchainre állt át az amerikai légierõ","https://www.portfolio.hu/uzlet/20190829/blockchainre-allt-at-az-amerikai-legiero-335697"
"197","2019-08-20 06:20:00","Portfolio","10 elképesztõ technológia, ami gyökerestül megváltoztatja a mindennapjainkat","https://www.portfolio.hu/uzlet/20190820/10-elkepeszto-technologia-ami-gyokerestul-megvaltoztatja-a-mindennapjainkat-334577"
"198","2019-07-17 11:15:00","Lovászy László","Egy új, hatalmas országot hozhat létre a globális felmelegedés","https://www.portfolio.hu/uzlet/20190717/egy-uj-hatalmas-orszagot-hozhat-letre-a-globalis-felmelegedes-331147"
"199","2019-07-15 16:15:00","György László, ITM","A magyar gazdaságpolitika jövõjének 7 új pillére","https://www.portfolio.hu/gazdasag/20190715/a-magyar-gazdasagpolitika-jovojenek-7-uj-pillere-331143"
"200","2019-07-11 10:16:00","Portfolio","10 cég csatlakozott az iparfejlesztés ászai közé","https://www.portfolio.hu/uzlet/20190711/10-ceg-csatlakozott-az-iparfejlesztes-aszai-koze-330767"
"201","2019-06-26 08:03:00","Pintér Szabolcs, SAP Hungary Kft.","Megmenthetjük a bolygót, de ehhez sokat kell tennünk","https://www.portfolio.hu/gazdasag/20190626/megmenthetjuk-a-bolygot-de-ehhez-sokat-kell-tennunk-328929"
"202","2019-06-19 09:50:00","Portfolio","A kutatók rájöttek: egy napot szabad dolgozni a héten, ha félted a mentális egészséged","https://www.portfolio.hu/short/20190619/a-kutatok-rajottek-egy-napot-szabad-dolgozni-a-heten-ha-felted-a-mentalis-egeszseged-328277"
"203","2019-06-12 19:36:00","MTI, Portfolio","Visszaszólt Trumpnak az Európai Bizottság","https://www.portfolio.hu/deviza/20190612/visszaszolt-trumpnak-az-europai-bizottsag-327565"
"204","2019-06-12 15:24:00","Portfolio","Most jön csak az igazi fordulat: amikor nem csúsznak a projektek és a minõségre sincs panasz","https://www.portfolio.hu/ingatlan/20190612/most-jon-csak-az-igazi-fordulat-amikor-nem-csusznak-a-projektek-es-a-minosegre-sincs-panasz-327351"
"205","2019-06-12 06:06:00","Mester Nándor, Portfolio","A magyar plázák elhallgatott titkai - Milliárdokat szakítanak az okostükörrel és az influenszerekkel","https://www.portfolio.hu/ingatlan/20190612/a-magyar-plazak-elhallgatott-titkai-milliardokat-szakitanak-az-okostukorrel-es-az-influenszerekkel-326471"
"206","2019-06-10 05:50:00","Turzó Ádám Pál","Szempillantás alatt kifosztja a bankok kincseskamráját a Facebook - Mire számíthatunk Magyarországon?","https://www.portfolio.hu/uzlet/20190610/szempillantas-alatt-kifosztja-a-bankok-kincseskamrajat-a-facebook-mire-szamithatunk-magyarorszagon-326677"
"207","2019-06-04 10:01:00","Huszák Dániel, Tel-Aviv","Hangfelismerõ robottal beszélgethetsz a jövõ ügyfélszolgálatán","https://www.portfolio.hu/uzlet/20190604/hangfelismero-robottal-beszelgethetsz-a-jovo-ugyfelszolgalatan-326593"
"208","2019-06-04 07:00:00","MTI, Portfolio","Trump kereskedelmi megállapodással biztatja a briteket","https://www.portfolio.hu/gazdasag/20190604/trump-kereskedelmi-megallapodassal-biztatja-a-briteket-326561"
"209","2019-06-03 15:58:00","Portfolio","Lassulásra számítanak a cégvezetõk: bármit bedobnának a versenyelõny megtartásáért","https://www.portfolio.hu/uzlet/20190603/lassulasra-szamitanak-a-cegvezetok-barmit-bedobnanak-a-versenyelony-megtartasaert-326505"
"210","2019-05-25 14:28:00","Bálint Dániel, KPMG","Küszködnek a cégek a digitalizációval - Hiányzik az egységes stratégia","https://www.portfolio.hu/uzlet/20190525/kuszkodnek-a-cegek-a-digitalizacioval-hianyzik-az-egyseges-strategia-325483"
"211","2019-05-23 12:58:00","Huszák Dániel, Dublin","Totálisan átírja a technológiai forradalom a közlekedést: felejtsd el a jegyeket és a parkolóautomatákat","https://www.portfolio.hu/uzlet/20190523/totalisan-atirja-a-technologiai-forradalom-a-kozlekedest-felejtsd-el-a-jegyeket-es-a-parkoloautomatakat-324987"
"212","2019-05-15 13:05:00","Portfolio","Szomorú valóság: a csillagokat is lehazudják az égrõl az állásinterjúkon a magyar cégek","https://www.portfolio.hu/gazdasag/20190515/szomoru-valosag-a-csillagokat-is-lehazudjak-az-egrol-az-allasinterjukon-a-magyar-cegek-324133"
"213","2019-05-14 09:53:00","Portfolio","Öt év alatt háromszorozódhat a fintechek bevétele","https://www.portfolio.hu/bank/20190514/ot-ev-alatt-haromszorozodhat-a-fintechek-bevetele-324093"
"214","2019-05-09 15:30:00","András Bence","Túl sok volt a jóból: mindjárt jöhet az újabb recesszió","https://www.portfolio.hu/prof/20190509/tul-sok-volt-a-jobol-mindjart-johet-az-ujabb-recesszio-323027"
"215","2019-05-08 05:30:00","Futó Péter","Így kellene átalakítani Budapestet, hogy valóban élhetõ város legyen","https://www.portfolio.hu/ingatlan/20190508/igy-kellene-atalakitani-budapestet-hogy-valoban-elheto-varos-legyen-321967"
"216","2019-05-03 14:22:00","Nagy Bálint","Gyökeres változás az energia világában, megkezdõdött a szemléletváltás","https://www.portfolio.hu/gazdasag/20190503/gyokeres-valtozas-az-energia-vilagaban-megkezdodott-a-szemleletvaltas-322451"
"217","2019-04-30 20:24:00","Portfolio","Trump 1 százalékpontos kamatvágásra szólította fel a Fedet","https://www.portfolio.hu/gazdasag/20190430/trump-1-szazalekpontos-kamatvagasra-szolitotta-fel-a-fedet-322695"
"218","2019-04-26 10:48:00","Portfolio","Aki ezt nem lépi meg, az hamar elbukik a kiélezett versenyben","https://www.portfolio.hu/gazdasag/20190426/aki-ezt-nem-lepi-meg-az-hamar-elbukik-a-kielezett-versenyben-322211"
"219","2019-04-20 10:45:00","András Bence","Farmot csinálunk a fekete lyukból, hogy elhalasszuk a világvégét","https://www.portfolio.hu/prof/20190420/farmot-csinalunk-a-fekete-lyukbol-hogy-elhalasszuk-a-vilagveget-321193"
