name,points,division,age,won,lost,draw,stance,residence_city,residence_country,rank,stars,last6,last5,last4,last3,last2,last1
Victor Emmanuel Olivo,4.25,super fly,24,18,3,1,orthodox,Hermosillo, Mexico,1201,2.5,L,W,L,W,W,W
Shuma Nakazato,4.245,super feather,24,10,1,3,orthodox,Ginowan, Japan,1202,2.5,W,D,W,W,W,D
Carlos Daniel Cordoba,4.236,super light,26,12,6,0,orthodox,Tres Arroyos, Argentina,1203,2.5,L,NC,L,W,L,W
Ramil Gadzhyiev,4.236,super middle,23,11,1,1,orthodox,Odessa, Ukraine,1204,2.5,W,W,W,W,W,W
Damian Rodriguez,4.236,super welter,29,13,1,0,orthodox,Panama City, Panama,1205,2.5,W,W,W,L,W,W
Yuto Shimizu,4.228,super welter,32,14,5,2,orthodox,Kisarazu, Japan,1206,2.5,L,W,L,W,W,L
Narek Abgaryan*,4.228,bantam,28,14,0,0,orthodox,Yerevan, Armenia,1207,2.5,W,W,W,W,W,W
Francisco Javier Lopez Corrales*,4.221,light,23,12,0,0,orthodox,Ahome, Mexico,1208,2.5,W,W,W,W,W,W
Evgeny Chuprakov,4.217,super feather,30,23,3,0,orthodox,Ekaterinburg, Russia,1209,2.5,L,W,L,L,W,W
Giovanni Escaner,4.217,bantam,30,20,4,0,orthodox,Paranaque City, Philippines,1210,2.5,W,W,W,W,L,W
Brian Howard,4.211,heavy,40,15,4,0,orthodox,Loganville, USA,1211,2.5,W,L,W,L,W,L
Joe Cusumano,4.209,heavy,32,19,3,0,orthodox,Danville, USA,1212,2.5,L,W,W,W,L,W
Christian Uruzquieta,4.206,light,30,19,4,2,NA,Mexico City, Mexico,1213,2.5,W,W,L,W,D,W
Daniele Scardina,4.206,super middle,28,18,0,0,orthodox,Miami Beach, USA,1214,2.5,W,W,W,W,W,W
Shawndell Terell Winters*,4.205,heavy,40,13,4,0,orthodox,Harvey, USA,1215,2.5,W,L,W,W,L,L
Danielito Zorrilla,4.202,super light,27,14,0,0,NA,Rio Piedras, Puerto Rico,1216,2.5,W,W,W,W,W,W
Travis Reeves,4.201,light heavy,40,17,4,2,NA,Baltimore, USA,1217,2.5,W,W,L,W,W,L
Louis Greene,4.195,welter,28,12,2,0,orthodox,Strood, United Kingdom,1218,2.5,W,L,W,W,W,L
Joey Laviolette,4.192,super feather,32,12,2,0,orthodox,Sackville, Canada,1219,2.5,W,W,L,W,W,W
Yazid Amghar,4.191,light,31,24,0,0,orthodox,Bobigny, France,1220,2.5,W,W,W,W,W,W
Freddy Kiwitt,4.191,welter,30,17,3,0,orthodox,NA,United Kingdom,1221,2.5,W,W,W,W,W,L
Ricardo Malajika*,4.188,super fly,NA,6,0,0,NA,NA,South Africa,1222,2.5,W,W,W,W,W,W
Sanjarbek Rakhmanov,4.186,welter,31,12,3,1,orthodox,Las Vegas, USA,1223,2.5,W,L,W,L,W,L
Alfie Price,4.186,light,26,7,0,0,southpaw,Hoddesdon, United Kingdom,1224,2.5,W,W,W,W,W,W
Reiya Konishi*,4.184,light fly,27,17,2,0,orthodox,Kobe, Japan,1225,2.5,W,W,L,W,W,L
Akzhol Sulaimanbek Uulu,4.182,super feather,30,15,1,0,southpaw,Ekaterinburg, Russia,1226,2.5,W,W,W,W,W,L
Oleksandr Teslenko,4.182,heavy,28,16,1,0,orthodox,Montreal, Canada,1227,2.5,W,W,W,W,W,L
Mayco Estadella,4.169,super feather,22,8,0,1,southpaw,Villa Maria, Argentina,1228,2.5,D,W,W,W,W,W
Alexander Rigas*,4.166,super middle,28,11,0,0,orthodox,Munich, Germany,1229,2.5,W,W,W,W,W,W
Jose Maria Cardenas,4.154,super fly,24,17,6,0,orthodox,Tijuana, Mexico,1230,2.5,W,L,L,W,L,L
Steven Donnelly,4.152,super welter,32,9,0,0,orthodox,Ballymena, United Kingdom,1231,2.5,W,W,W,W,W,W
Kieran Gething,4.14,super light,26,9,2,2,orthodox,Pontypool, United Kingdom,1232,2.5,W,L,W,W,W,D
Masayoshi Hashizume,4.126,super fly,27,17,0,2,southpaw,Osaka, Japan,1233,2.5,W,D,W,W,D,W
Carlos Negron,4.125,heavy,33,22,3,0,orthodox,Miami, USA,1234,2.5,W,W,L,L,W,W
Anass Messaoudi*,4.117,welter,27,8,0,0,orthodox,Ixelles, Belgium,1235,2.5,W,W,W,W,W,W
Thattana Luangphon,4.104,super bantam,23,13,0,1,orthodox,Bangkok, Thailand,1236,2.5,W,W,W,W,W,W
Gabriel Omar Diaz,4.101,super welter,23,10,1,0,orthodox,Rafaela, Argentina,1237,2.5,W,W,W,W,W,W
Mauricio Pintor,4.1,welter,NA,23,3,1,orthodox,Cuajimalpa, Mexico,1238,2.5,W,W,L,W,W,W
Rodolfo Bustamante,4.095,super feather,25,15,0,1,NA,Culiacan, Mexico,1239,2.5,W,W,W,W,W,W
Taiki Minamoto,4.089,super feather,29,16,7,1,orthodox,NA,Japan,1240,2.5,W,W,W,D,L,L
Jovanie Santiago*,4.088,super light,30,13,0,1,orthodox,Dorado, Puerto Rico,1241,2.5,W,W,W,W,W,W
Jose Martinez,4.087,super fly,28,21,1,2,orthodox,Las Marias, Puerto Rico,1242,2.5,D,W,W,D,L,W
Enrico Koelling,4.078,light heavy,30,26,4,0,orthodox,Berlin, Germany,1243,2.5,L,W,W,W,L,L
Alphoe Dagayloan,4.059,fly,29,14,3,6,southpaw,Bacoor, Philippines,1244,2.5,W,W,W,L,W,D
Liam Taylor,4.055,welter,29,22,1,1,orthodox,Middleton, United Kingdom,1245,2.5,W,W,W,W,D,W
Miguel Angel Gonzalez,4.051,super feather,25,26,4,0,orthodox,Los Mochis, Mexico,1246,2.5,W,L,W,W,W,W
Demian Daniel Fernandez,4.044,welter,31,12,2,0,orthodox,Buenos Aires, Argentina,1247,2.5,W,W,W,W,W,L
Alfonso Lopez*,4.039,light heavy,38,32,3,0,orthodox,Huntsville, USA,1248,2.5,W,W,W,W,W,W
Vincenzo Gualtieri,4.038,middle,27,15,0,1,orthodox,Wuppertal, Germany,1249,2.5,W,W,W,W,W,D
Jorge Garcia Jimenez,4.036,feather,25,14,3,1,southpaw,Saltillo, Mexico,1250,2.5,W,W,W,W,W,L
Karoon Jarupianlerd,4.034,super fly,35,44,10,0,orthodox,Bangkok, Thailand,1251,2.5,W,W,L,W,W,L
Ben Mananquil,4.032,bantam,28,17,2,3,southpaw,General Santos City, Philippines,1252,2.5,W,W,W,D,W,L
Thomas Essomba,4.031,super bantam,33,10,6,1,southpaw,Wolverhampton, United Kingdom,1253,2.5,L,L,W,W,L,D
Dai Iwai,4.031,super feather,31,23,6,1,orthodox,NA,Japan,1254,2.5,W,W,L,W,W,L
Jeppe Morell,4.028,light heavy,31,10,3,0,southpaw,Aarhus, Denmark,1255,2.5,L,W,L,W,W,L
Nikola Sjekloca*,4.026,light heavy,42,36,5,1,orthodox,Budva, Montenegro,1256,2.5,D,L,W,W,W,W
Emiliano Dominguez Rodriguez,4.025,super light,31,24,7,0,orthodox,Teodolina, Argentina,1257,2.5,L,W,L,L,L,W
Tursynbay Kulakhmet,4.023,super welter,26,2,0,0,southpaw,Kyzylorda, Kazakhstan,1258,2.5,Blank,Blank,Blank,Blank,W,W
Joey Dawejko,4.009,heavy,30,20,8,4,orthodox,Philadelphia, USA,1259,2.5,W,L,L,L,W,L
Andreas Katzourakis*,4.008,middle,23,5,0,0,NA,Los Angeles, USA,1260,2.5,Blank,W,W,W,W,W
Sebastian Slusarczyk,4.008,light heavy,23,8,1,0,orthodox,Warsaw, Poland,1261,2.5,W,W,W,W,W,L
Courtney Pennington,4.002,super welter,34,13,4,3,NA,Brooklyn, USA,1262,2.5,W,W,W,D,L,W
Gaibatulla Gadzhialiev,4,light,29,7,2,1,orthodox,Derbent, Russia,1263,2.5,W,W,L,D,L,W
Joseph Adorno,3.99,light,21,14,0,1,orthodox,Allentown, USA,1264,2.5,W,W,W,W,W,D
Mark Vicelles,3.978,light fly,25,12,0,1,southpaw,Cebu City, Philippines,1265,2.5,W,W,W,W,W,W
Israel Duffus,3.976,light heavy,28,20,6,0,orthodox,Los Angeles, USA,1266,2.5,W,W,W,L,L,W
Pedro Moreno,3.975,super light,23,12,0,0,orthodox,Sacramento, USA,1267,2.5,W,W,W,W,W,W
Jing Xiang,3.972,minimum,30,17,4,2,orthodox,Suzhou, China,1268,2.5,W,W,W,W,W,W
Aboulaye Diane,3.972,cruiser,31,14,2,1,orthodox,Evreux, France,1269,2.5,W,W,D,W,W,L
Christian Nicolas Andino,3.963,super light,25,14,1,0,orthodox,Villa Caraza, Argentina,1270,2.5,W,W,W,W,L,W
All Rivera,3.962,welter,27,21,4,0,southpaw,Santa Rosa City, Philippines,1271,2.5,L,W,W,W,L,W
Emanuel Colon,3.953,super light,28,17,2,1,orthodox,Buffalo, USA,1272,2.5,W,L,W,W,W,L
Josh Wale,3.949,feather,32,31,11,2,orthodox,Barnsley, United Kingdom,1273,2.5,L,L,W,W,W,W
Adam Braidwood,3.949,heavy,36,14,2,0,NA,Victoria, Canada,1274,2.5,W,W,W,W,L,W
Eric Gamboa,3.948,bantam,25,19,1,0,southpaw,Cancun, Mexico,1275,2.5,W,W,W,W,W,W
Vladyslav Sirenko*,3.943,heavy,25,14,0,0,orthodox,Karlsruhe, Germany,1276,2.5,W,W,W,W,W,W
George Arias,3.942,heavy,29,15,0,0,orthodox,Bronx, USA,1277,2.5,W,W,W,W,W,W
Dayron Lester,3.927,light heavy,34,12,3,0,orthodox,Tampere, Finland,1278,2.5,L,W,W,L,L,W
Asanda Gingqi,3.917,feather,27,6,0,0,NA,NA,South Africa,1279,2.5,W,W,W,W,W,W
Santiago Dominguez,3.91,welter,29,24,0,0,NA,Fort Worth, USA,1280,2.5,W,W,W,W,W,W
Aram Faniian*,3.905,super light,23,18,1,0,orthodox,Brovari, Ukraine,1281,2.5,L,W,W,W,W,W
Shakhabas Makhmudov,3.901,welter,24,8,0,0,orthodox,Makhachkala, Russia,1282,2.5,W,W,W,W,W,W
Kay Prospere,3.883,super light,36,14,1,1,orthodox,Luton, United Kingdom,1283,2.5,W,W,W,D,W,W
Jayar Inson,3.878,welter,30,18,3,0,southpaw,Davao City, Philippines,1284,2.5,W,W,W,W,L,L
Aaron Alameda,3.875,super bantam,27,25,1,0,southpaw,Long Beach, USA,1285,2.5,W,W,W,W,W,L
Martin Harkin,3.874,welter,28,13,1,0,orthodox,Dumbarton, United Kingdom,1286,2.5,W,W,W,W,W,L
Jeff Ofori,3.873,super feather,30,10,3,1,orthodox,Tottenham, United Kingdom,1287,2.5,W,L,W,D,L,L
Ramiro Cesena*,3.873,super feather,21,11,0,1,NA,Loreto, Mexico,1288,2.5,W,W,W,W,W,W
Alejandro Moya,3.869,super light,28,13,0,0,orthodox,Viladecans, Spain,1289,2.5,W,W,W,W,W,W
Mark John Yap,3.867,feather,31,30,15,0,orthodox,Cagayan de Oro City, Philippines,1290,2.5,W,W,L,W,L,L
Vincent Astrolabio,3.867,bantam,23,15,3,0,orthodox,General Santos City, Philippines,1291,2.5,L,W,L,W,W,W
Ryan Karl,3.862,super light,28,18,3,0,orthodox,Houston, USA,1292,2.5,W,L,W,W,W,L
Qais Ashfaq,3.86,super bantam,27,9,1,0,southpaw,Leeds, United Kingdom,1293,2.5,W,W,W,W,L,W
Jin Minamide,3.859,bantam,25,4,1,0,southpaw,Kashiwa, Japan,1294,2.5,Blank,W,W,W,W,L
Taku Kuwahara*,3.858,fly,25,7,0,0,orthodox,Yokohama, Japan,1295,2.5,W,W,W,W,W,W
Lasha Gurguliani,3.858,super welter,29,17,6,0,southpaw,Mestia, Georgia,1296,2.5,W,W,W,W,W,W
Kenny Demecillo,3.854,bantam,28,14,5,2,orthodox,Cebu City, Philippines,1297,2.5,W,W,L,W,W,L
Josh Torres,3.849,welter,30,22,7,2,orthodox,Rio Rancho, USA,1298,2.5,W,W,W,W,W,L
Ronny Landaeta,3.849,super middle,37,17,3,0,orthodox,Barcelona, Spain,1299,2.5,W,W,L,L,W,L
Gonzalo Gaston Coria,3.849,middle,23,16,4,0,southpaw,Cordoba, Argentina,1300,2.5,W,W,W,L,W,L
Roldan Aldea,3.843,light,26,15,8,1,southpaw,Manila, Philippines,1301,2.5,L,L,W,W,L,W
Carlos Balderas*,3.842,light,24,9,1,0,orthodox,Santa Maria, USA,1302,2.5,W,W,W,W,W,L
Marcus Bates,3.837,super bantam,26,11,2,1,orthodox,Washington, USA,1303,2.5,W,L,W,W,W,L
Lennox Clarke,3.834,super middle,29,19,1,1,orthodox,Halesowen, United Kingdom,1304,2.5,D,W,W,W,W,L
Bryan Figueroa,3.832,light,22,17,1,0,orthodox,Tijuana, Mexico,1305,2.5,W,W,W,L,W,W
Phoobadin Yoohanngoh,3.819,super light,16,10,0,0,NA,Bangkok, Thailand,1306,2.5,W,W,W,W,W,W
Bjoern Schicke,3.818,middle,32,16,1,1,orthodox,Berlin, Germany,1307,2.5,W,W,W,D,W,L
Dewayne Beamon,3.816,super fly,35,16,4,2,orthodox,Goldsboro, USA,1308,2.5,L,W,D,L,L,L
Joe Hughes,3.815,super light,30,17,6,1,orthodox,Malmesbury, United Kingdom,1309,2.5,L,W,W,L,L,L
Frank De Alba,3.815,super feather,33,23,5,2,southpaw,Reading, USA,1310,2.5,W,W,L,L,W,L
Orlando Gonzalez-Ruiz,3.815,feather,25,16,0,0,southpaw,Aguadilla, Puerto Rico,1311,2.5,W,W,W,W,W,W
Isaiah Steen,3.814,middle,24,15,0,0,NA,Cleveland, USA,1312,2.5,W,NC,W,W,W,W
Isaac Zarate,3.797,super bantam,29,16,5,4,southpaw,San Pedro, USA,1313,2.5,W,W,W,L,L,D
Dusty Hernandez Harrison,3.786,middle,26,34,0,1,orthodox,Washington, USA,1314,2.5,D,W,W,W,W,W
Simone Federici,3.783,cruiser,27,17,2,1,orthodox,Roma, Italy,1315,2.5,W,W,L,W,W,W
Brock Jarvis,3.78,feather,23,18,0,0,NA,Marrickville, Australia,1316,2.5,W,W,W,W,W,W
Khusniddin Pulatov,3.758,welter,29,9,3,0,orthodox,Pahtaobod, Uzbekistan,1317,2.5,W,W,W,W,W,W
Lester Martinez,3.758,super middle,25,7,0,0,orthodox,Guatemala City, Guatemala,1318,2.5,W,W,W,W,W,W
Connor Coyle,3.742,middle,30,12,0,0,orthodox,Pinellas Park, USA,1319,2.5,W,W,W,W,W,W
Cruse Stewart,3.74,middle,31,7,0,0,orthodox,Cedar Rapids, USA,1320,2.5,W,W,W,W,W,W
Igor Kudrytskyi,3.738,super middle,28,11,0,1,orthodox,Kharkiv, Ukraine,1321,2.5,W,W,D,W,W,NC
Arthur Villanueva,3.737,bantam,31,32,4,1,orthodox,Bacolod City, Philippines,1322,2.5,L,W,L,W,D,L
Ditlev Rossing,3.732,cruiser,25,14,0,0,orthodox,Skive, Denmark,1323,2.5,W,W,W,W,W,W
James McGirt,3.732,middle,38,27,3,2,southpaw,Vero Beach, USA,1324,2.5,W,W,W,W,W,D
Ikuro Sadatsune,3.732,bantam,23,11,4,3,southpaw,Atsugi, Japan,1325,2.5,W,W,L,L,W,W
Anvar Turapov,3.73,super light,26,7,1,0,southpaw,Kuala Lumpur, Malaysia,1326,2.5,L,W,W,W,W,W
Xolisani Ndongeni,3.727,light,30,26,2,0,orthodox,NA,NA,1327,2.5,W,W,W,L,W,L
Satoru Sugita,3.724,super feather,31,15,6,2,orthodox,Nara, Japan,1328,2.5,W,L,W,L,W,D
Mahammadrasul Majidov,3.715,heavy,34,3,0,0,NA,Baku, Azerbaijan,1329,2.5,Blank,Blank,Blank,W,W,W
Umar Sadiq,3.713,super middle,32,10,2,0,orthodox,Ilford, United Kingdom,1330,2.5,W,W,W,W,W,L
Samuel Salva,3.711,minimum,23,18,1,0,orthodox,Iligan City, Philippines,1331,2.5,W,W,W,W,L,W
Francisco Esparza,3.708,feather,25,10,1,1,orthodox,Las Vegas, USA,1332,2.5,D,W,W,W,L,W
Manuel Jaimes,3.708,light,20,11,0,0,orthodox,Stockton, USA,1333,2.5,W,W,W,W,W,W
Lingjie Xia,3.693,super feather,29,8,0,1,NA,NA,China,1334,2.5,W,W,W,W,W,W
Carlos Ramos,3.693,feather,25,11,2,0,southpaw,Madrid, Spain,1335,2.5,W,W,L,W,W,L
John Carter,3.69,super feather,26,13,0,1,orthodox,Granada, Spain,1336,2.5,W,W,W,W,W,W
Peter Kadiru,3.689,heavy,23,10,0,0,orthodox,Hamburg, Germany,1337,2.5,W,W,W,W,W,W
Rafael Rivera,3.687,feather,26,27,4,2,orthodox,Tijuana, Mexico,1338,2.5,L,L,W,L,W,L
Miguel Angel Parra Ramirez,3.685,super light,27,20,1,1,NA,Tepic, Mexico,1339,2.5,W,W,W,W,W,W
Koos Sibiya,3.683,super feather,39,23,14,5,NA,Siyabuswa, South Africa,1340,2.5,W,W,L,L,L,D
Siril Makiadi,3.679,cruiser,40,13,2,1,orthodox,Noisy le sec, France,1341,2.5,L,W,W,W,W,D
Stanislav Kalitskiy,3.671,super feather,23,10,1,0,orthodox,Ekaterinburg, Russia,1342,2.5,W,W,W,W,W,L
Junior Younan,3.67,light heavy,25,15,0,1,orthodox,Brooklyn, USA,1343,2.5,W,W,W,D,W,W
Shingo Kusano,3.67,feather,31,13,9,1,southpaw,NA,Japan,1344,2.5,L,L,L,W,W,L
Alejandro Davila,3.666,super welter,32,21,2,2,NA,Mexico City, Mexico,1345,2.5,W,W,L,W,W,L
Bastien Ballesta,3.663,super light,26,22,0,1,southpaw,Beziers, France,1346,2.5,W,W,W,W,W,W
Apinun Khongsong,3.654,super light,24,16,1,0,orthodox,Bangkok, Thailand,1347,2.5,W,W,W,W,W,L
Anthony Tomlinson,3.647,welter,29,12,0,0,orthodox,Sheffield, United Kingdom,1348,2.5,W,W,W,W,W,W
Willibaldo Garcia Perez,3.646,bantam,30,10,4,1,NA,Copala, Mexico,1349,2.5,W,W,W,W,W,L
Patrick Mendy,3.639,super middle,30,18,17,3,orthodox,Reading, United Kingdom,1350,2.5,D,W,L,L,L,L
Paul Hyland Jnr*,3.639,light,30,20,2,0,orthodox,Belfast, United Kingdom,1351,2.5,W,W,L,W,W,L
Oliver Quintana,3.635,welter,23,17,1,0,NA,Mexicali, Mexico,1352,2.5,W,W,W,L,W,W
Tyrone Nurse,3.628,welter,30,37,7,2,orthodox,Huddersfield, United Kingdom,1353,2.5,L,L,L,W,W,L
Tsubasa Murachi,3.626,bantam,23,6,1,0,orthodox,Fuji, Japan,1354,2.5,W,W,W,L,W,W
Ali Eren Demirezen,3.62,heavy,30,13,1,0,orthodox,Hamburg, Germany,1355,2.5,W,W,W,L,W,W
Diego Costa,3.619,light heavy,34,7,0,0,orthodox,Fallowfield, United Kingdom,1356,2.5,W,W,W,W,W,W
Mark Anthony Hernandez,3.619,middle,27,14,3,1,orthodox,Fresno, USA,1357,2.5,D,W,W,L,W,L
Mponda Kalunga,3.612,super welter,31,8,2,0,orthodox,Toronto, Canada,1358,2.5,W,W,W,W,W,W
Jose Miguel Borrego,3.602,welter,22,18,2,0,southpaw,Aguascalientes, Mexico,1359,2.5,W,L,W,W,W,W
Arslan Magomedov,3.6,light,26,6,1,1,orthodox,Makhachkala, Russia,1360,2.5,W,W,D,W,W,W
Nathaniel Kakololo,3.599,feather,31,9,1,1,NA,NA,Namibia,1361,2.5,W,W,W,W,W,W
Daniel Echeverria,3.598,super welter,28,21,10,0,southpaw,Gomez Palacio, Mexico,1362,2.5,L,L,W,W,L,L
Norbelto Jimenez*,3.598,super fly,29,29,9,5,orthodox,Villa Duarte, Dominican Republic,1363,2.5,W,W,W,W,L,D
Jun Zhao,3.594,bantam,27,13,2,2,orthodox,Da Lian, China,1364,2.5,W,W,W,W,W,D
Cesar Soriano Lozada,3.593,super light,24,16,3,0,orthodox,Mexico City, Mexico,1365,2.5,W,W,W,L,W,W
Jesus Ruiz,3.591,super bantam,30,41,9,5,orthodox,Rio Rico, USA,1366,2.5,W,W,W,W,W,L
Kane Heron,3.589,welter,29,16,0,1,NA,Etobicoke, Canada,1367,2.5,D,W,W,W,W,W
Francisco Santana,3.587,welter,34,25,9,1,orthodox,Santa Barbara, USA,1368,2.5,L,L,W,L,L,L
Olimjon Nazarov,3.586,fly,35,25,5,0,orthodox,Tashkent, Uzbekistan,1369,2.5,W,W,W,W,W,W
Alberto Ezequiel Melian,3.586,bantam,30,7,2,0,orthodox,Buenos Aires, Argentina,1370,2.5,W,W,L,W,L,W
Roiman Villa,3.585,super light,27,21,1,0,orthodox,Baranquita, Venezuela,1371,2.5,W,W,W,L,W,W
Carlos Caraballo-Rodriguez,3.582,bantam,25,13,0,0,NA,Ponce, Puerto Rico,1372,2.5,W,W,W,W,W,W
Taylor Mabika,3.58,cruiser,41,19,7,2,orthodox,Cormeilles-en-Parisis, France,1373,2.5,L,L,L,D,L,L
Arvin Magramo,3.58,light fly,23,12,1,1,southpaw,Paranaque City, Philippines,1374,2.5,W,L,W,W,W,W
Ronny Mittag*,3.578,middle,32,31,4,4,orthodox,Fuerstenwalde, Germany,1375,2.5,D,L,D,L,D,W
Eduardo Javier Abreu,3.577,light,32,11,1,1,orthodox,Montevideo, Uruguay,1376,2.5,W,W,W,W,D,W
Lunga Stimela,3.574,super feather,NA,13,0,0,NA,Cape Town, South Africa,1377,2.5,W,W,W,W,W,W
In Duck Seo,3.572,welter,26,13,3,2,orthodox,Cheonan, South Korea,1378,2.5,W,W,W,L,L,W
Lewis Paulin,3.561,feather,30,12,1,0,southpaw,Edinburgh, United Kingdom,1379,2.5,W,W,W,W,W,L
Lennox Allen,3.559,super middle,35,22,1,1,southpaw,Brooklyn, USA,1380,2.5,W,W,W,W,W,L
Dave Penalosa,3.544,feather,29,16,1,0,southpaw,Cebu City, Philippines,1381,2.5,W,W,W,W,L,W
Bryan Mercado,3.542,super bantam,25,18,1,0,NA,Mexico City, Mexico,1382,2.5,W,W,W,W,W,W
Sergio Martinez*,3.542,middle,45,52,3,2,southpaw,Madrid, Spain,1383,2.5,W,W,W,W,L,W
Dean Sutherland,3.54,welter,22,10,0,0,southpaw,Aberdeen, United Kingdom,1384,2.5,W,W,W,W,W,W
Harry Scarff,3.526,super welter,27,8,2,0,orthodox,Derby, United Kingdom,1385,2.5,W,W,W,W,L,L
Lukasz Wierzbicki,3.515,welter,29,19,1,0,southpaw,Warsaw, Poland,1386,2.5,W,W,W,W,L,W
Jonathan Esquivel,3.515,super middle,26,13,0,0,southpaw,Anaheim, USA,1387,2.5,W,W,W,W,W,W
Samuel Kadje,3.515,cruiser,30,15,1,0,NA,Lille, France,1388,2.5,W,W,L,W,W,W
Harold Calderon*,3.514,welter,33,23,0,0,southpaw,Miami, USA,1389,2.5,W,W,W,W,W,W
Logan Yoon,3.505,welter,22,15,1,0,NA,Honolulu, USA,1390,2.5,W,W,W,W,W,L
Oliver Meng,3.504,super welter,21,8,0,0,southpaw,Gedser, Denmark,1391,2.5,W,W,W,W,W,W
Dixon Flores,3.503,super bantam,26,17,7,3,orthodox,Chontales, Nicaragua,1392,2.5,L,D,NC,W,L,W
Shinnosuke Hasegawa,3.502,super feather,28,13,2,1,southpaw,NA,Japan,1393,2.5,W,W,W,W,W,W
Patricio Lopez Moreno,3.499,light,25,28,4,0,southpaw,La Paz, Mexico,1394,2.5,W,W,W,L,W,W
Steve Gago,3.499,welter,31,12,1,0,southpaw,Perth, Australia,1395,2.5,W,W,W,W,L,W
Bakhodir Jalolov,3.498,heavy,26,6,0,0,southpaw,Brooklyn, USA,1396,2.5,W,W,W,W,W,W
Jonas Matheus,3.496,bantam,34,13,2,1,NA,Windhoek, Namibia,1397,2.5,W,W,W,W,W,W
Conrad Cummings,3.492,middle,29,17,4,1,orthodox,Coalisland, United Kingdom,1398,2.5,W,W,W,L,W,L
Alexander Frank,3.491,heavy,34,18,0,1,orthodox,Iserlohn, Germany,1399,2.5,W,W,W,W,W,W
Raul Curiel*,3.491,welter,25,8,0,0,orthodox,Guadalajara, Mexico,1400,2.5,W,W,W,W,W,W
Lindolfo Delgado,3.49,super light,25,11,0,0,orthodox,Monterrey, Mexico,1401,2.5,W,W,W,W,W,W
Jonhatan Cardoso,3.489,light,21,12,0,0,orthodox,Guarulhos, Brazil,1402,2.5,W,W,W,W,W,W
Kodai Honda,3.489,super light,21,5,1,0,orthodox,Kawasaki, Japan,1403,2.5,L,W,W,W,W,W
Ahmad Ali,3.488,super welter,31,15,0,1,NA,Ludwigshafen, Germany,1404,2.5,W,W,W,W,W,W
Jesus Amparan*,3.485,super feather,24,16,2,0,orthodox,Huatabampo, Mexico,1405,2.5,L,W,W,W,W,L
Taylor Duerr,3.479,light heavy,31,10,0,2,NA,Detroit, USA,1406,2.5,W,W,W,W,D,W
Hector Edgardo Sarmiento,3.477,light,27,21,2,0,orthodox,Cordoba, Argentina,1407,2.5,W,W,L,W,W,L
Ernesto Delgadillo,3.476,super fly,26,11,1,2,southpaw,Dallas, USA,1408,2.5,W,D,W,W,W,L
Ryo Takenaka,3.474,super feather,35,18,6,1,orthodox,NA,Japan,1409,2.5,W,L,W,W,L,L
Michael Dutchover,3.473,light,23,14,1,0,orthodox,Santa Fe Springs, USA,1410,2.5,W,W,W,W,L,W
Kevin Newman II,3.472,super middle,29,11,2,1,orthodox,Las Vegas, USA,1411,2.5,L,W,W,W,W,L
Tetsu Araki,3.471,bantam,26,14,2,1,orthodox,Kurashiki, Japan,1412,2.5,W,W,W,W,W,L
Aaron Coley,3.466,middle,30,16,3,1,southpaw,Patterson, USA,1413,2.5,W,W,W,L,W,L
Tommy Langford,3.464,super middle,31,21,4,0,orthodox,Birmingham, United Kingdom,1414,2.5,W,W,L,L,W,L
Artur Osipov*,3.455,middle,31,16,2,1,orthodox,Michurinsk, Russia,1415,2.5,W,W,L,L,W,D
Cristiano Aoqui,3.454,super light,31,15,8,2,orthodox,NA,Japan,1416,2.5,L,W,W,W,L,W
Izuki Tomioka*,3.453,light,23,7,3,1,orthodox,Fujimino, Japan,1417,2.5,D,L,L,W,W,L
Jose Larduet*,3.451,heavy,30,4,0,0,NA,Hamburg, Germany,1418,2.5,Blank,W,W,NC,W,W
Hiram Irak Diaz,3.451,super fly,31,19,3,3,orthodox,Ciudad Obregon, Mexico,1419,2.5,W,D,L,W,W,W
Diego Gabriel Chaves,3.45,super welter,34,27,6,1,orthodox,San Miguel, Argentina,1420,2.5,W,L,L,W,L,L
Tre'Sean Wiggins,3.449,super light,30,11,5,3,southpaw,Newburgh, USA,1421,2.5,W,L,W,D,D,L
Renji Ichimura,3.445,feather,27,8,5,0,orthodox,NA,Japan,1422,2.5,W,L,W,L,W,L
Jae Woo Lee,3.444,feather,27,7,3,0,orthodox,Seoul, South Korea,1423,2.5,W,W,W,W,W,L
Deiner Berrio,3.442,light,29,22,2,1,orthodox,Tolu, Colombia,1424,2.5,W,W,L,L,W,W
Alexander Ustinov,3.437,heavy,44,36,4,0,orthodox,Minsk, Belarus,1425,2.5,W,L,L,L,W,W
Vasil Ducar*,3.435,cruiser,30,8,3,1,orthodox,Brno, Czech Republic,1426,2.5,D,W,L,W,L,L
Francesco Grandelli,3.433,feather,26,14,1,1,orthodox,Cambiano, Italy,1427,2.5,W,W,W,W,W,W
Lusanda Komanisi,3.431,light,31,22,6,0,orthodox,Mdantsane, South Africa,1428,2.5,W,W,L,L,L,W
Neeco Macias,3.43,super welter,29,17,2,0,southpaw,NA,USA,1429,2.5,W,W,W,W,L,L
Jose Angel Napoles,3.424,light,22,9,0,2,NA,Mexico City, Mexico,1430,2.5,W,D,W,W,W,W
Apti Davtaev,3.422,heavy,31,20,0,1,orthodox,Mayrtup, Russia,1431,2.5,W,W,W,W,W,W
